"Year","SA2.name","Gender","Age_category","Population_Count"
2020,"North Melbourne","A","Old",1921
2020,"Melbourne (Remainder)","M","Child",0
2020,"Melbourne (Remainder)","M","Teen",0
2020,"Melbourne (Remainder)","M","Adult",0
2020,"Melbourne (Remainder)","M","Old",0
2020,"Melbourne (Remainder)","F","Child",0
2020,"Melbourne (Remainder)","F","Teen",0
2020,"Melbourne (Remainder)","F","Adult",0
2020,"Melbourne (Remainder)","F","Old",0
2020,"Melbourne (Remainder)","A","Child",0
2020,"Melbourne (Remainder)","A","Teen",0
2020,"Melbourne (Remainder)","A","Adult",0
2020,"Melbourne (Remainder)","A","Old",0
2020,"Southbank","M","Child",217
2020,"Southbank","M","Teen",124
2020,"Southbank","M","Adult",3108
2020,"Southbank","M","Old",422
2020,"Southbank","F","Child",229
2020,"Southbank","F","Teen",145
2020,"Southbank","F","Adult",2878
2020,"Southbank","F","Old",428
2020,"Southbank","A","Child",446
2020,"Southbank","A","Teen",269
2020,"Southbank","A","Adult",5986
2020,"Southbank","A","Old",850
2020,"Southbank","M","Child",422
2020,"Southbank","M","Teen",278
2020,"Southbank","M","Adult",7628
2020,"Southbank","M","Old",531
2020,"Southbank","F","Child",373
2020,"Southbank","F","Teen",348
2020,"Southbank","F","Adult",7133
2020,"Southbank","F","Old",592
2020,"Southbank","A","Child",795
2020,"Southbank","A","Teen",626
2020,"Southbank","A","Adult",14761
2020,"Southbank","A","Old",1123
2020,"West Melbourne (Residential)","M","Child",197
2020,"West Melbourne (Residential)","M","Teen",192
2020,"West Melbourne (Residential)","M","Adult",3320
2020,"West Melbourne (Residential)","M","Old",211
2020,"West Melbourne (Residential)","F","Child",210
2020,"West Melbourne (Residential)","F","Teen",199
2020,"West Melbourne (Residential)","F","Adult",2998
2020,"West Melbourne (Residential)","F","Old",240
2020,"West Melbourne (Residential)","A","Child",407
2020,"West Melbourne (Residential)","A","Teen",391
2020,"West Melbourne (Residential)","A","Adult",6318
2020,"West Melbourne (Residential)","A","Old",451
2020,"Port Melbourne","M","Child",864
2020,"Port Melbourne","M","Teen",709
2020,"Port Melbourne","M","Adult",4761
2020,"Port Melbourne","M","Old",1812
2020,"Port Melbourne","F","Child",943
2020,"Port Melbourne","F","Teen",626
2020,"Port Melbourne","F","Adult",5289
2020,"Port Melbourne","F","Old",1994
2020,"Port Melbourne","A","Child",1807
2020,"Port Melbourne","A","Teen",1335
2020,"Port Melbourne","A","Adult",10050
2020,"Port Melbourne","A","Old",3806
2020,"Port Melbourne","M","Child",64
2020,"Port Melbourne","M","Teen",46
2020,"Port Melbourne","M","Adult",768
2020,"Port Melbourne","M","Old",33
2020,"Port Melbourne","F","Child",52
2020,"Port Melbourne","F","Teen",36
2020,"Port Melbourne","F","Adult",679
2020,"Port Melbourne","F","Old",31
2020,"Port Melbourne","A","Child",116
2020,"Port Melbourne","A","Teen",82
2020,"Port Melbourne","A","Adult",1447
2020,"Port Melbourne","A","Old",64
2021,"Carlton","M","Child",331
2021,"Carlton","M","Teen",690
2021,"Carlton","M","Adult",6639
2021,"Carlton","M","Old",796
2021,"Carlton","F","Child",304
2021,"Carlton","F","Teen",782
2021,"Carlton","F","Adult",6572
2021,"Carlton","F","Old",950
2021,"Carlton","A","Child",635
2021,"Carlton","A","Teen",1472
2021,"Carlton","A","Adult",13211
2021,"Carlton","A","Old",1746
2021,"Docklands","M","Child",574
2021,"Docklands","M","Teen",209
2021,"Docklands","M","Adult",6746
2021,"Docklands","M","Old",780
2021,"Docklands","F","Child",514
2021,"Docklands","F","Teen",231
2021,"Docklands","F","Adult",6137
2021,"Docklands","F","Old",714
2021,"Docklands","A","Child",1088
2021,"Docklands","A","Teen",440
2021,"Docklands","A","Adult",12883
2021,"Docklands","A","Old",1494
2021,"East Melbourne","M","Child",104
2021,"East Melbourne","M","Teen",87
2021,"East Melbourne","M","Adult",1530
2021,"East Melbourne","M","Old",661
2021,"East Melbourne","F","Child",111
2021,"East Melbourne","F","Teen",100
2021,"East Melbourne","F","Adult",1611
2021,"East Melbourne","F","Old",755
2021,"East Melbourne","A","Child",215
2021,"East Melbourne","A","Teen",187
2021,"East Melbourne","A","Adult",3141
2021,"East Melbourne","A","Old",1416
2021,"Melbourne (Remainder)","M","Child",0
2021,"Melbourne (Remainder)","M","Teen",0
2021,"Melbourne (Remainder)","M","Adult",49
2021,"Melbourne (Remainder)","M","Old",1
2021,"Melbourne (Remainder)","F","Child",1
2021,"Melbourne (Remainder)","F","Teen",0
2021,"Melbourne (Remainder)","F","Adult",27
2021,"Melbourne (Remainder)","F","Old",0
2021,"Melbourne (Remainder)","A","Child",1
2021,"Melbourne (Remainder)","A","Teen",0
2021,"Melbourne (Remainder)","A","Adult",76
2021,"Melbourne (Remainder)","A","Old",1
2021,"Kensington","M","Child",580
2021,"Kensington","M","Teen",396
2021,"Kensington","M","Adult",3605
2021,"Kensington","M","Old",734
2021,"Kensington","F","Child",584
2021,"Kensington","F","Teen",397
2021,"Kensington","F","Adult",3767
2021,"Kensington","F","Old",809
2021,"Kensington","A","Child",1164
2021,"Kensington","A","Teen",793
2021,"Kensington","A","Adult",7372
2021,"Kensington","A","Old",1543
2021,"Parkville","M","Child",191
2021,"Parkville","M","Teen",578
2021,"Parkville","M","Adult",2373
2021,"Parkville","M","Old",407
2021,"Parkville","F","Child",170
2021,"Parkville","F","Teen",884
2021,"Parkville","F","Adult",2302
2021,"Parkville","F","Old",523
2021,"Parkville","A","Child",361
2021,"Parkville","A","Teen",1462
2021,"Parkville","A","Adult",4675
2021,"Parkville","A","Old",930
2021,"South Yarra","M","Child",209
2021,"South Yarra","M","Teen",199
2021,"South Yarra","M","Adult",1868
2021,"South Yarra","M","Old",836
2021,"South Yarra","F","Child",192
2021,"South Yarra","F","Teen",214
2021,"South Yarra","F","Adult",2028
2021,"South Yarra","F","Old",990
2021,"South Yarra","A","Child",401
2021,"South Yarra","A","Teen",413
2021,"South Yarra","A","Adult",3896
2021,"South Yarra","A","Old",1826
2021,"West Melbourne (Industrial)","M","Child",0
2021,"West Melbourne (Industrial)","M","Teen",0
2021,"West Melbourne (Industrial)","M","Adult",0
2021,"West Melbourne (Industrial)","M","Old",0
2021,"West Melbourne (Industrial)","F","Child",0
2021,"West Melbourne (Industrial)","F","Teen",0
2021,"West Melbourne (Industrial)","F","Adult",0
2021,"West Melbourne (Industrial)","F","Old",0
2021,"West Melbourne (Industrial)","A","Child",0
2021,"West Melbourne (Industrial)","A","Teen",0
2021,"West Melbourne (Industrial)","A","Adult",0
2021,"West Melbourne (Industrial)","A","Old",0
2021,"Melbourne (CBD)","M","Child",187
2021,"Melbourne (CBD)","M","Teen",201
2021,"Melbourne (CBD)","M","Adult",4273
2021,"Melbourne (CBD)","M","Old",485
2021,"Melbourne (CBD)","F","Child",174
2021,"Melbourne (CBD)","F","Teen",267
2021,"Melbourne (CBD)","F","Adult",4103
2021,"Melbourne (CBD)","F","Old",429
2021,"Melbourne (CBD)","A","Child",361
2021,"Melbourne (CBD)","A","Teen",468
2021,"Melbourne (CBD)","A","Adult",8376
2021,"Melbourne (CBD)","A","Old",914
2021,"Melbourne (CBD)","M","Child",172
2021,"Melbourne (CBD)","M","Teen",553
2021,"Melbourne (CBD)","M","Adult",7582
2021,"Melbourne (CBD)","M","Old",266
2021,"Melbourne (CBD)","F","Child",185
2021,"Melbourne (CBD)","F","Teen",621
2021,"Melbourne (CBD)","F","Adult",7741
2021,"Melbourne (CBD)","F","Old",240
2021,"Melbourne (CBD)","A","Child",357
2021,"Melbourne (CBD)","A","Teen",1174
2021,"Melbourne (CBD)","A","Adult",15323
2021,"Melbourne (CBD)","A","Old",506
2021,"Melbourne (CBD)","M","Child",227
2021,"Melbourne (CBD)","M","Teen",303
2021,"Melbourne (CBD)","M","Adult",7347
2021,"Melbourne (CBD)","M","Old",333
2021,"Melbourne (CBD)","F","Child",214
2021,"Melbourne (CBD)","F","Teen",346
2021,"Melbourne (CBD)","F","Adult",7011
2021,"Melbourne (CBD)","F","Old",317
2021,"Melbourne (CBD)","A","Child",441
2021,"Melbourne (CBD)","A","Teen",649
2021,"Melbourne (CBD)","A","Adult",14358
2021,"Melbourne (CBD)","A","Old",650
2021,"North Melbourne","M","Child",600
2021,"North Melbourne","M","Teen",690
2021,"North Melbourne","M","Adult",5617
2021,"North Melbourne","M","Old",880
2021,"North Melbourne","F","Child",579
2021,"North Melbourne","F","Teen",724
2021,"North Melbourne","F","Adult",5939
2021,"North Melbourne","F","Old",916
2021,"North Melbourne","A","Child",1179
2021,"North Melbourne","A","Teen",1414
2021,"North Melbourne","A","Adult",11556
2021,"North Melbourne","A","Old",1796
2021,"Melbourne (Remainder)","M","Child",0
2021,"Melbourne (Remainder)","M","Teen",0
2021,"Melbourne (Remainder)","M","Adult",0
2021,"Melbourne (Remainder)","M","Old",0
2021,"Melbourne (Remainder)","F","Child",0
2021,"Melbourne (Remainder)","F","Teen",0
2021,"Melbourne (Remainder)","F","Adult",0
2021,"Melbourne (Remainder)","F","Old",0
2021,"Melbourne (Remainder)","A","Child",0
2021,"Melbourne (Remainder)","A","Teen",0
2021,"Melbourne (Remainder)","A","Adult",0
2021,"Melbourne (Remainder)","A","Old",0
2021,"Southbank","M","Child",197
2021,"Southbank","M","Teen",105
2021,"Southbank","M","Adult",2678
2021,"Southbank","M","Old",395
2021,"Southbank","F","Child",200
2021,"Southbank","F","Teen",97
2021,"Southbank","F","Adult",2528
2021,"Southbank","F","Old",407
2021,"Southbank","A","Child",397
2021,"Southbank","A","Teen",202
2021,"Southbank","A","Adult",5206
2021,"Southbank","A","Old",802
2021,"Southbank","M","Child",380
2021,"Southbank","M","Teen",262
2021,"Southbank","M","Adult",7241
2021,"Southbank","M","Old",548
2021,"Southbank","F","Child",344
2021,"Southbank","F","Teen",303
2021,"Southbank","F","Adult",6844
2021,"Southbank","F","Old",584
2021,"Southbank","A","Child",724
2021,"Southbank","A","Teen",565
2021,"Southbank","A","Adult",14085
2021,"Southbank","A","Old",1132
2021,"West Melbourne (Residential)","M","Child",213
2021,"West Melbourne (Residential)","M","Teen",179
2021,"West Melbourne (Residential)","M","Adult",3331
2021,"West Melbourne (Residential)","M","Old",212
2021,"West Melbourne (Residential)","F","Child",202
2021,"West Melbourne (Residential)","F","Teen",194
2021,"West Melbourne (Residential)","F","Adult",3027
2021,"West Melbourne (Residential)","F","Old",256
2021,"West Melbourne (Residential)","A","Child",415
2021,"West Melbourne (Residential)","A","Teen",373
2021,"West Melbourne (Residential)","A","Adult",6358
2021,"West Melbourne (Residential)","A","Old",468
2021,"Port Melbourne","M","Child",781
2021,"Port Melbourne","M","Teen",728
2021,"Port Melbourne","M","Adult",4528
2021,"Port Melbourne","M","Old",1759
2021,"Port Melbourne","F","Child",836
2021,"Port Melbourne","F","Teen",654
2021,"Port Melbourne","F","Adult",5068
2021,"Port Melbourne","F","Old",2012
2021,"Port Melbourne","A","Child",1617
2021,"Port Melbourne","A","Teen",1382
2021,"Port Melbourne","A","Adult",9596
2021,"Port Melbourne","A","Old",3771
2021,"Port Melbourne","M","Child",66
2021,"Port Melbourne","M","Teen",51
2021,"Port Melbourne","M","Adult",880
2021,"Port Melbourne","M","Old",36
2021,"Port Melbourne","F","Child",61
2021,"Port Melbourne","F","Teen",42
2021,"Port Melbourne","F","Adult",776
2021,"Port Melbourne","F","Old",32
2021,"Port Melbourne","A","Child",127
2021,"Port Melbourne","A","Teen",93
2021,"Port Melbourne","A","Adult",1656
2021,"Port Melbourne","A","Old",68
